New Hashtags,Rank,Risers,Change,Fallers,Change
slime,1,,,,
tanning,2,,,,
springnails,3,,,,
peptide,4,,,,
cuidadohair,5,,,,
oil,6,,,,
complimentary,7,,,,
cabello,8,,,,
pdrn,9,,,,
selfcareroutine,10,,,,
bubble,11,,,,
footcare,12,,,,
sensitiveskin,13,,,,
acnetreatment,14,,,,
ycz,15,,,,
