New Hashtags,Rank,Risers,Change,Fallers,Change
slime,1,,,,
medicube,2,,,,
tanning,3,,,,
springnails,4,,,,
peptide,5,,,,
ugccreator,6,,,,
productosdecabello,7,,,,
complimentary,8,,,,
ugc,9,,,,
crecimientodepelo,10,,,,
sunscreen,11,,,,
cuidadohair,12,,,,
pdrn,13,,,,
cuidadodelapiel,14,,,,
cabello,15,,,,
