New Hashtags,Rank,Risers,Change,Fallers,Change
ultabeauty,9,ghkcu,25,mikaylanogueira,-35
kitsch,13,eyecare,23,hairproductsyouneed,-35
prpackage,22,cleanskinclub,23,stockingstuffersforher,-28
holidayhair,23,skin1004,22,productosdecabello,-16
fragancias,39,christmasnailart,22,esteticista,-15
