New Hashtags,Rank,Risers,Change,Fallers,Change
spring,1,,,,
bikini,2,,,,
springfashion,3,,,,
prom,4,,,,
swimsuit,5,,,,
tiktokshopstockup,6,,,,
cleanaesthetic,7,,,,
naturalglow,8,,,,
softaesthetic,9,,,,
minimalbeauty,10,,,,
weeklydeals,11,,,,
beautyboss,12,,,,
goldenhourvibes,13,,,,
confidentvibes,14,,,,
slaymode,15,,,,
