New Hashtags,Rank,Risers,Change,Fallers,Change
exoticcars,22,diycar,47,desoto,-64
123millionviews,24,autoparts,31,shovel,-50
avion,30,d10,24,yozma,-41
cboystv,34,autosales,19,porche,-38
scat,35,38s,19,viva,-36
