Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
giftsforher,8,8,0,lorealparispartner,25,37,12,financialliteracy,3,4,1,recipetok,64,65,1,,,,,cctv,20,18,-2,diycar,46,44,-2
blackfriday,10,10,0,hairtools,30,42,12,financialtips,50,51,1,olipop,76,77,1,,,,,wirelesscharging,21,19,-2,headlamp,60,57,-3
tiktokshopfalldealsforyou,19,19,0,dyson,45,57,12,faithandfinance,97,98,1,sweetpotato,10,10,0,,,,,ecoflow,50,48,-2,lifeontheroad,73,69,-4
wishlist,20,20,0,freshcut,73,85,12,realtortips,57,57,0,sushilover,42,42,0,,,,,heater,10,7,-3,hoverboard,95,91,-4
holidayshopping,24,24,0,tymobeauty,32,43,11,aitrading,99,99,0,hallacas,87,87,0,,,,,handwarmers,14,10,-4,digrig,13,8,-5
socks,39,39,0,retinol,64,75,11,preciousmetals,90,89,-1,holidaybaking,9,8,-1,,,,,multifunctional,31,27,-4,waymo,24,19,-5
wintercoat,84,84,0,lipcare,35,45,10,entrepreneurjourney,38,36,-2,dumplings,15,14,-1,,,,,magneticpowerbank,27,22,-5,приора,26,21,-5
christmasgiftideas,3,2,-1,affordablemakeup,29,38,9,onlinemarketing,83,81,-2,holidaydrinks,16,15,-1,,,,,handwarmer,46,41,-5,pickuptruck,30,25,-5
giftidea,16,15,-1,pixie,58,67,9,credittips,26,23,-3,pozole,37,36,-1,,,,,techgifts,56,50,-6,gatlinburg,11,5,-6
winteroutfit,28,27,-1,adventcalendaropening,38,46,8,marketupdate,42,39,-3,flan,52,51,-1,,,,,speakers,29,21,-8,nycsubway,42,36,-6
blackfridaydeals,34,33,-1,unbrush,91,99,8,amex,44,41,-3,chocoflan,67,66,-1,,,,,vloggingcamera,44,36,-8,газ,70,61,-9
christmassweater,66,65,-1,tirtir,20,27,7,makemoneyfromyourphone,21,16,-5,chickfila,4,2,-2,,,,,pocketcamera,67,59,-8,windshield,57,47,-10
winterfashion,13,11,-2,loreal,54,61,7,taxprofessional,35,30,-5,7brew,14,12,-2,,,,,voicerecorder,68,60,-8,coldstart,16,4,-12
giftideasforher,31,29,-2,drmelaxin,7,13,6,debtrelief,96,90,-6,innout,19,17,-2,,,,,earphone,55,46,-9,scat,52,35,-17
holidayoutfit,48,46,-2,bellavita,26,32,6,defi,49,42,-7,gingerbreadhouse,7,4,-3,,,,,kidscamera,65,56,-9,360camera,51,32,-19
quarterzip,52,49,-3,holidaynails,5,8,3,cvsdeals,30,21,-9,tamales,12,9,-3,,,,,bose,39,29,-10,insta360x5,78,58,-20
beanie,58,55,-3,glitter,6,9,3,privateequity,77,68,-9,sugarcookies,23,20,-3,,,,,portablewifi,53,43,-10,flames,54,33,-21
giftsforhim,17,13,-4,elfcosmetics,10,12,2,pumpfun,70,59,-11,charcuterie,28,24,-4,,,,,androidtablet,90,75,-15,windshieldcover,74,50,-24
chanel,21,17,-4,estheticiantiktok,4,5,1,cvscouponing,32,20,-12,christmascocktails,78,74,-4,,,,,thermalcamera,60,44,-16,exoticcars,47,22,-25
holidaygifts,29,25,-4,guasha,71,72,1,ecommercetips,68,54,-14,hotchocolate,8,3,-5,,,,,skullcandy,76,52,-24,colormatch,94,67,-27
christmaslist,41,37,-4,holidayglow,82,83,1,savingmoneytips,91,77,-14,gingerbread,11,6,-5,,,,,robotvaccuum,95,69,-26,cartech,88,42,-46
holidaygiftideas,54,50,-4,adventcalendar,1,1,0,tradingjourney,87,71,-16,burgerking,18,13,-5,,,,,eyemassager,88,61,-27,rich,1,,
bfcm,57,53,-4,christmasnails,2,2,0,easysidehustle,86,65,-21,tendernism,35,30,-5,,,,,kidsphone,92,65,-27,wrapped,2,,
holidaygiftguide,81,77,-4,elf,3,3,0,bookkeeping,88,55,-33,cookietok,99,94,-5,,,,,sharkvacuum,81,51,-30,traffic,3,,
winterstyle,85,81,-4,hairdryer,70,69,-1,openenrollment,95,62,-33,christmasbaking,13,7,-6,,,,,iphone17,3,,,cdl,4,,
winterboots,64,59,-5,bathandbodyworks,8,6,-2,financialfreedom,1,,,littledebbie,54,47,-7,,,,,massager,4,,,carplay,5,,
christmaswishlist,50,44,-6,hairproductreview,37,35,-2,daytrader,2,,,snackplate,80,72,-8,,,,,vacuum,5,,,centralvalley,7,,
warm,47,40,-7,grayhair,79,77,-2,irs,7,,,frostbuddy,31,22,-9,,,,,airpods,9,,,odessatx,14,,
chrismasgifts,65,58,-7,bellavitaluxury,55,52,-3,classaction,9,,,shawarma,34,25,-9,,,,,heatingpad,15,,,schoolbus,15,,
tiktokblackfriday,71,64,-7,projectpan,93,90,-3,costofliving,11,,,coke,47,38,-9,,,,,ios26,17,,,expensive,19,,
giftideasforhim,91,82,-9,hairflip,24,19,-5,settlement,13,,,littledebbiechristmastreecakes,69,60,-9,,,,,honor,19,,,wanghaf,20,,
gloves,46,35,-11,wintermakeup,77,71,-6,contentstrategy,14,,,christmastreecakes,92,83,-9,,,,,ear,22,,,basshead,21,,
winterfit,63,52,-11,howtogetpr,95,89,-6,taxtips,18,,,hotcocoa,21,11,-10,,,,,4in1armrestcharger,24,,,offroad4x4,23,,
winteroutfits,90,79,-11,miamihairstylist,98,92,-6,highticketsales,20,,,breakfasttime,74,64,-10,,,,,massagegun,25,,,glamis,27,,
snowboots,97,85,-12,glittermakeup,18,10,-8,moneymanagement,24,,,brownie,97,84,-13,,,,,bambulab,28,,,railroad,28,,
cybermonday,98,83,-15,fwee,90,81,-9,beyourownboss,25,,,grinchmeal,43,26,-17,,,,,mixer,32,,,takeover,33,,
vendor,76,60,-16,crecimientodepelo,27,16,-11,sidemoney,27,,,christmasbar,58,40,-18,,,,,blackfriday2025,33,,,rvaccessories,34,,
christmaspajamas,92,75,-17,numbuzin,92,79,-13,calebhammer,28,,,recipeideas,71,50,-21,,,,,tecnología,35,,,snowblower,35,,
matchingpjs,75,57,-18,esteticista,75,60,-15,cpa,29,,,cookies,1,,,,,,,3in1chargerstation,36,,,cadillacescalade,36,,
coldweather,32,9,-23,productosdecabello,33,17,-16,commercialrealestate,31,,,novel,2,,,,,,,whitenoise,37,,,escalade,37,,
urbanchic,60,34,-26,stockingstuffersforher,81,53,-28,finance101,33,,,brookeandjubal,3,,,,,,,electricscrewdriver,41,,,dumper,38,,
invierno,59,28,-31,mikaylanogueira,74,39,-35,coldcalling,34,,,seconddateupdate,5,,,,,,,kindleaccessories,42,,,cleetusmcfarland,41,,
wibgajian,83,42,-41,hairproductsyouneed,100,65,-35,financialaudit,37,,,seconddate,6,,,,,,,packagingmachine,45,,,carplayadapter,43,,
moodyaesthetic,95,51,-44,ultabeauty,9,,,sidehustlesecrets,39,,,hotpot,20,,,,,,,bestblackfriday,49,,,windowtinting,44,,
grinchmas,9,,,kitsch,13,,,inheritance,40,,,samsclub,22,,,,,,,packingmachine,51,,,lbx,45,,
hoodie,14,,,prpackage,22,,,femaleentrepreneur,43,,,raisingcanes,26,,,,,,,actioncamera,52,,,belair,55,,
stockingstufferideas,18,,,holidayhair,23,,,classactions,45,,,bakingtiktok,27,,,,,,,powerstrip,54,,,904,58,,
stockingstuffer,23,,,fragancias,39,,,moneymatters,46,,,popcorn,29,,,,,,,nightvisiongoggles,57,,,106,62,,
wrappinggifts,25,,,covergirl,41,,,budgetplanner,47,,,ктотакая,33,,,,,,,electricgear,59,,,maritime,63,,
hat,27,,,christmashair,42,,,pension,48,,,christmasdessert,36,,,,,,,datacenter,61,,,autoglass,65,,
shopwithme,37,,,bubble,46,,,settlemate,52,,,bagels,46,,,,,,,soundmachine,63,,,modulo,66,,
teachergifts,38,,,dailyglow,53,,,fundamentals,53,,,waterboy,55,,,,,,,handwarmersrechargeable,64,,,magnetstickers,67,,
slippers,42,,,snowflakes,56,,,itin,55,,,dintaifung,59,,,,,,,stagelighting,66,,,subie,68,,
ornaments,44,,,ногти,59,,,savingtips,58,,,homebrew,60,,,,,,,teant,69,,,hydraulic,71,,
knitting,49,,,laserhairremoval,62,,,digitalbusinesscard,60,,,making,62,,,,,,,vacuummop,70,,,tinting,75,,
handmadegifts,55,,,uñasnavideñas,63,,,mambafx,61,,,cookiebutter,63,,,,,,,ipadholder,72,,,tulare,76,,
festive,62,,,theordinary,66,,,creditunion,63,,,sweetpotatoes,65,,,,,,,inductionspeaker,73,,,flighttraining,77,,
metaglasses,67,,,clinique,67,,,buildinginpublic,65,,,pregnancycraving,68,,,,,,,360phonestand,74,,,caravana,79,,
whiteelephantgift,68,,,minifridge,68,,,taxseason2026,66,,,holidayrecipe,73,,,,,,,bloodpressurecheck,78,,,skaraudio,81,,
holidaydeals,69,,,viralrotatingcurlingiron,69,,,vendedores,67,,,royalicing,77,,,,,,,standmixer,79,,,portablejumpstarter,82,,
crochettiktok,70,,,affordablebeauty,72,,,altcoins,71,,,ihop,79,,,,,,,headphonesforsleeping,80,,,850,83,,
christmasvacation,72,,,cejasperfectas,76,,,bayarearealtor,73,,,oysters,81,,,,,,,toddlersmartphone,82,,,baytowntx,84,,
southerncharm,73,,,affordablefragrances,78,,,moneyrules,74,,,sardines,82,,,,,,,futureishere,83,,,sheetz,85,,
pacificnorthwest,74,,,hairbrush,80,,,corporateburnout,78,,,holidaydesserts,83,,,,,,,bluetoothheadband,84,,,fixing,86,,
needlepoint,78,,,hydraulicpress,83,,,livingtrusts,79,,,tamalesmexicanos,84,,,,,,,portableheaters,86,,,carreras,87,,
burrbasket,80,,,nyxprofessionalmakeup,84,,,cashback,80,,,ninjaslushi,85,,,,,,,soldering,87,,,usedcardealer,89,,
modestfashion,82,,,dossier,85,,,电商运营,82,,,musttry,86,,,,,,,cctvfootage,89,,,leanrig,90,,
giftgiving,86,,,sensitiveskincare,86,,,floridarentals,84,,,cenanavideña,88,,,,,,,solarcamera,91,,,richmindset,91,,
25daysofchristmas,87,,,glitternails,87,,,taxhelp,85,,,drpepperlover,91,,,,,,,wirelesschargingstation,93,,,beater,92,,
womens2piecesets,88,,,waterproofmakeup,88,,,seguromedico,89,,,christmascake,93,,,,,,,skyfire,94,,,licenseplate,93,,
allblack,89,,,makeuphack,89,,,taxseason2025,92,,,bonebroth,94,,,,,,,sharkairpurifier,96,,,112,96,,
christmaswrapping,93,,,deinfluencing,94,,,financialiteracy,93,,,chamoy,95,,,,,,,waterheater,97,,,shiplife,97,,
christmasgiftsideas,96,,,bodycareproducts,96,,,трейдинг,94,,,nycthingstodo,96,,,,,,,sleepheadbandwithbluetooth,98,,,carheater,98,,
christmassale,99,,,curlstymo,97,,,taxeducation,98,,,chocolatemilk,98,,,,,,,wetdryvacuumcleaner,99,,,subwoofers,99,,
christmasideas,100,,,cyklar,99,,,funded,100,,,holidaydessert,100,,,,,,,thermalimaging,100,,,arcticcat,100,,
