Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
confidenceboost,22,99,77,femininehygiene,11,93,82,trusts,21,98,77,breadtok,16,95,79,,,,,vloggingcamera,29,98,69,quattro,19,99,80
rolex,27,91,64,hairroutine,19,99,80,smartmoney,28,95,67,dumplings,19,92,73,,,,,renewableenergy,42,99,57,carhacks,10,86,76
whimsy,32,90,58,sensitiveskin,18,95,77,daytradingtips,26,87,61,breakfastideas,6,59,53,,,,,cable,15,63,48,yozma,22,97,75
alo,38,94,56,basedbodyworks,16,90,74,incometax,23,78,55,canes,25,76,51,,,,,powerstrip,43,91,48,raptor,15,79,64
pandora,44,100,56,estheticiantiktok,7,76,69,taxpreparer,22,71,49,sprite,41,91,50,,,,,steamiron,35,79,44,digrigs🌾,8,51,43
blackfriday,26,72,46,skincaretok,20,84,64,preciousmetals,30,77,47,salt,45,86,41,,,,,iphonewallpaper,34,76,42,coldstart,4,45,41
weddingdress,18,63,45,peekaboo,34,96,62,taxtips,10,51,41,sourdoughtok,11,51,40,,,,,skullcandy,44,80,36,clean🧼,6,47,41
hat,24,56,32,concealer,10,67,57,financetips,17,57,40,pepsi,30,66,36,,,,,contentcreatormusthaves,36,69,33,emoto,9,43,34
warm,31,59,28,ulta,14,68,54,facelessmarketing,27,67,40,sourdoughstarter,7,39,32,,,,,kindlepaperwhite,65,94,29,daytona,7,33,26
chanel,19,45,26,drmelaxin,8,53,45,founderlife,39,75,36,7brew,8,40,32,,,,,jbl,22,50,28,drift,1,18,17
giftforher,10,35,25,dollartreefinds,9,50,41,taxrefund,8,36,28,soda,13,42,29,,,,,djiosmopocket3,18,44,26,hyundai,2,,
winterfashion,17,41,24,tartecosmetics,6,45,39,livingtrust,12,38,26,sourdoughbread,5,32,27,,,,,bambulab,16,41,25,flames,3,,
tiktokholidayhaul,20,40,20,dollartree,4,33,29,savemoneytips,25,49,24,cheesecake,10,30,20,,,,,wifiextender,37,61,24,aiuniverse,5,,
verão,5,15,10,slime,1,11,10,impuestos,13,34,21,sourdough,1,7,6,,,,,techfinds,13,35,22,jumpstart,11,,
tiktokshopcybermonday,4,9,5,naturalglow,2,,,extramoney,61,80,19,protein,2,,,,,,,rechargeable,21,38,17,redlight,12,,
tiktokshopblackfriday,2,6,4,minimalbeauty,3,,,finacialfreedom,63,82,19,tacobell,3,,,,,,,kindlegirlie,10,26,16,fighterjet,13,,
tiktokshopholidayhaul,1,4,3,slimerant,5,,,tax,6,24,18,sanantonio,4,,,,,,,wifi,9,23,14,carlife,14,,
invierno,23,20,-3,crecimientodepelo,12,,,sidegigs,18,33,15,italian,9,,,,,,,3dprinter,14,27,13,tint,16,,
formal,97,52,-45,productosdecabello,13,,,fba,20,35,15,healthymeals,12,,,,,,,wirelesscharging,19,32,13,jumpstarter,17,,
valentines,3,,,redlighttherapy,15,,,llc,7,18,11,hielo,14,,,,,,,fastcharging,7,19,12,shovel,18,,
belezatropical,6,,,heatlesscurls,17,,,earnmoneyfromhome,9,19,10,biscoff,15,,,,,,,spaceheater,12,22,10,usanavy,20,,
newyearnewme,7,,,mensgrooming,21,,,shopify,11,20,9,proteinbar,17,,,,,,,heater,6,14,8,squatttedtrucks🤢,21,,
peledourada,8,,,2016makeup,22,,,entrepreneurship,4,8,4,dryjanuary,18,,,,,,,vacuum,5,12,7,1of1,23,,
2026bride,9,,,slickback,23,,,taxes,3,6,3,sweetpotato,20,,,,,,,kindle,4,9,5,closecall,24,,
cleanaesthetic,11,,,freeforms,24,,,taxseason,1,,,nespresso,21,,,,,,,applewatch,11,13,2,planespotting,25,,
softaesthetic,12,,,hairproduct,25,,,ultabeauty,2,,,spaghetti,22,,,,,,,innovation,1,1,0,rogue,26,,
sparkleandshine,13,,,microneedling,26,,,retirement,5,,,samsclub,23,,,,,,,ipad,3,3,0,nightdrive,27,,
slaymode,14,,,matureskin,27,,,youneedthis,14,,,yogurt,24,,,,,,,honormagic8pro,75,42,-33,lotus,28,,
cutevibes,15,,,whiteningstrips,28,,,taxtok,15,,,courtneycook,26,,,,,,,3dprinting,2,,,hgs,29,,
glamgirl,16,,,hairtransition,29,,,punchmadedev,16,,,healthyrecipe,27,,,,,,,3dprint,8,,,owner,30,,
wintervibes,21,,,hairjourney,30,,,risk,19,,,sourdoughforbeginners,28,,,,,,,iphone17promaxcase,17,,,enjin,31,,
gifted,25,,,washday,31,,,coupon,24,,,7brewcoffee,29,,,,,,,fastcharge,20,,,winterdriving,32,,
whatsinmybag,28,,,bodywash,32,,,bookkeeping,29,,,homemadebread,31,,,,,,,iphone17case,23,,,container,33,,
winteroutfit,29,,,gurwm,33,,,nepobaby,31,,,eats,32,,,,,,,contentcreatortools,24,,,carwashing,34,,
madeinjapan,30,,,blackgirlmakeup,35,,,brandstrategy,32,,,chinesetiktok,33,,,,,,,smartring,25,,,dually,35,,
staywarm,33,,,ghkcu,36,,,entrepreneurjourney,33,,,tismalla,34,,,,,,,portablepower,26,,,seatcushion,36,,
womeninbusiness,34,,,browlamination,37,,,taxplanning,34,,,fromscratch,35,,,,,,,magneticcharger,27,,,femaletrucker,37,,
onlineshopping,35,,,skin1004,38,,,turbotax,35,,,valentinesdayideas,36,,,,,,,cargadorportátil,28,,,cinematicvideo,38,,
wipwednesday,36,,,esteticista,39,,,brandysweatpants,36,,,kingcake,37,,,,,,,ipadcase,30,,,teslatok,39,,
valentinesdayoutfit,37,,,bun,40,,,fintok,37,,,macros,38,,,,,,,smartscale,31,,,chipeo12voltio,40,,
holidayhaul,39,,,pixie,41,,,moneymatters,38,,,mealinspo,39,,,,,,,chromebook,32,,,drifttok,41,,
bootsandhats,40,,,getunreadywithme,42,,,taxreturn,40,,,redbullgivesyouwings,40,,,,,,,electrictoothbrush,33,,,windshield,42,,
gloves,41,,,messybun,43,,,truefriendship,41,,,caffeineaddiction,42,,,,,,,oled,38,,,11thgencivic,43,,
hisandhers,42,,,selftan,44,,,financialadvice,42,,,sourdoughbaking,43,,,,,,,portablewifi,39,,,diymechanic,44,,
giftideasforher,43,,,loreal,45,,,taxhelp,43,,,bagels,44,,,,,,,techgifts,40,,,auctions,45,,
quietluxury,45,,,skinbarrier,46,,,realestateeducation,44,,,sogood,46,,,,,,,translationearbuds,41,,,carseatcover,46,,
winterishere,46,,,eyepatches,47,,,itin,45,,,shawarma,47,,,,,,,kneemassager,45,,,teslamodely,47,,
cityboy,47,,,mac,48,,,childtaxcredit,46,,,tortillas,48,,,,,,,smarttech,46,,,sqauttedtrucks🤮,48,,
strut,48,,,lashtutorial,49,,,familydollarcouponing,47,,,spicybowls,49,,,,,,,minipowerbank,47,,,tireinflator,49,,
valentino,49,,,dysonairwrap,50,,,taxprep,48,,,nycfoodie,50,,,,,,,kindlecase,48,,,juke,50,,
shipping,50,,,calmvibes,51,,,tradingview,49,,,sardines,51,,,,,,,gadgetfinds,49,,,truckerslife,51,,
bedazzled,51,,,lashlift,52,,,markets,50,,,applebees,52,,,,,,,carvacuumcleaner,50,,,360camera,52,,
2026wedding,52,,,bodybutter,53,,,legacybuilding,51,,,savannahga,53,,,,,,,travelsteamer,51,,,flamethrower,53,,
winterfit,53,,,trippinwithtarte,54,,,taxseason2025,52,,,healthysnack,54,,,,,,,creality,52,,,leanrig,54,,
winterboots,54,,,bronzer,55,,,1099,53,,,soupdumplings,55,,,,,,,portableheaters,53,,,plowtruck,55,,
prom2026,55,,,hairserum,56,,,ultabeautypartner,54,,,chocoflan,56,,,,,,,powerstation,54,,,zr1,56,,
tiktokcreatorpicks,56,,,pimplepopping,57,,,caffeinication,55,,,muffins,57,,,,,,,ipadpencil,55,,,toyotatundra,57,,
polkadot,57,,,dyson,58,,,izayatiji,56,,,breville,58,,,,,,,macbookair,56,,,truckdrivers,58,,
promisering,58,,,winterskincare,59,,,tradingmindset,57,,,littlecaesars,59,,,,,,,iphone17procase,57,,,spaceshuttle,59,,
