New Hashtags,Rank,Risers,Change,Fallers,Change
,,wig,0,wig,0
,,great deal,0,great deal,0
,,makeup,0,makeup,0
,,lash,0,lash,0
,,lashes,0,lashes,0
,,free shipping,0,free shipping,0
,,amazing deal,0,amazing deal,0
,,shampoo,0,shampoo,0
,,acne,0,acne,0
,,wigs,0,wigs,0
,,women,0,women,0
,,wrinkles,0,wrinkles,0
,,men,0,men,0
,,black friday,0,black friday,0
,,hairgrowth,0,hairgrowth,0
