New Hashtags,Rank,Risers,Change,Fallers,Change
brookeandjubal,2,foodart,22,koreanbbq,-25
drpepper,15,healthycooking,17,breadmaking,-24
sourdoughbaking,34,granola,8,simplemeals,-19
bajablast,35,poptarts,8,birthdaydinner,-16
latteart,40,customcakes,7,snackplate,-16
