New Hashtags,Rank,Risers,Change,Fallers,Change
starbucks,1,,,,
worldoffrozen,2,,,,
disneyadventureworld,3,,,,
goodnovel,4,,,,
fruit,5,,,,
dumplings,6,,,,
eggs,7,,,,
starbucksdrinks,8,,,,
energydrinks,9,,,,
electrolytes,10,,,,
arbys,11,,,,
fruits,12,,,,
caffeine,13,,,,
dumpling,14,,,,
egg,15,,,,
