New Hashtags,Rank,Risers,Change,Fallers,Change
,,baby,0,baby,0
,,kids,0,kids,0
,,diaper bag,0,diaper bag,0
,,your kids,0,your kids,0
,,20 % off,0,20 % off,0
,,your baby,0,your baby,0
,,for kids,0,for kids,0
,,toys,0,toys,0
,,toy,0,toy,0
,,for babies,0,for babies,0
,,baby clothes,0,baby clothes,0
,,shop now,0,shop now,0
,,baby monitor,0,baby monitor,0
,,free shipping,0,free shipping,0
,,baby carrier,0,baby carrier,0
