New Hashtags,Rank,Risers,Change,Fallers,Change
worldoffrozen,1,,,,
disneyadventureworld,2,,,,
pizza,3,,,,
burger,4,,,,
alani,5,,,,
dutchbros,6,,,,
7brew,7,,,,
dumplings,8,,,,
caffeine,9,,,,
wholefoods,10,,,,
sourdoughtok,11,,,,
crawfish,12,,,,
iftar,13,,,,
dunkindonuts,14,,,,
lonche,15,,,,
