New Hashtags,Rank,Risers,Change,Fallers,Change
boba,16,snackplate,22,healthycooking,-30
homemadefood,24,koreanbbq,17,bonebroth,-28
meat,26,mealplan,16,breville,-25
hotpot,40,wheninmanila,16,shawarma,-20
tresleches,49,breadmaking,16,tismalla,-17
