New Hashtags,Rank,Risers,Change,Fallers,Change
worldoffrozen,1,,,,
disneyadventureworld,2,,,,
goodnovel,3,,,,
7brew,4,,,,
burger,5,,,,
energydrinks,6,,,,
tastetest,7,,,,
alani,8,,,,
dutchbros,9,,,,
strawberry,10,,,,
cakedecorating,11,,,,
fruits,12,,,,
crawfish,13,,,,
caffeine,14,,,,
proteinbar,15,,,,
