New Hashtags,Rank,Risers,Change,Fallers,Change
spring,1,,,,
tiktokshopspringglowup,2,,,,
tiktokshopstockup,3,,,,
prom,4,,,,
fitinspo,5,,,,
thatgirl,6,,,,
weeklydeals,7,,,,
relatableaf,8,,,,
springfashion,9,,,,
bikini,10,,,,
original,11,,,,
womensfashion,12,,,,
sunglasses,13,,,,
cleanaesthetic,14,,,,
naturalglow,15,,,,
