New Hashtags,Rank,Risers,Change,Fallers,Change
spring,1,,,,
tiktokshopstockup,2,,,,
bikini,3,,,,
springfashion,4,,,,
swimsuit,5,,,,
weeklydeals,6,,,,
tiktokshopjumpstartsale,7,,,,
sparkleandshine,8,,,,
swimwear,9,,,,
stpatricksday,10,,,,
cleanaesthetic,11,,,,
naturalglow,12,,,,
softaesthetic,13,,,,
prom,14,,,,
beautyboss,15,,,,
