Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
formal,18,81,63,promhair,37,100,63,retiro,38,73,35,softservemargarita,53,93,40,,,,,endoscope,42,81,39,bigred,35,72,37
promtransition,6,47,41,paronychia,60,96,36,scalper,52,79,27,crawfishseason,28,64,36,,,,,raspberrypi,57,93,36,leanrig🛝,73,99,26
seniorprom,9,46,37,crushing,65,95,30,facelessyoutube,51,77,26,weekendplans,73,98,25,,,,,mosquitokiller,80,99,19,yz250f,63,82,19
summervibes☀️,45,71,26,spraytanartist,44,73,29,emptynester,30,55,25,bento,58,79,21,,,,,privacyscreen,18,36,18,daddysmoney,75,91,16
promdress,5,20,15,squishyasmr,38,65,27,crm,31,52,21,blackstonegriddle,50,70,20,,,,,laserpointer,52,68,16,rideout,32,41,9
polkadot,43,54,11,bareanatomy,61,85,24,markets,28,44,16,cleanwater,65,85,20,,,,,galaxys26ultra,45,60,15,wheelies,45,53,8
colorful,66,77,11,centella,25,46,21,springmarket,60,74,14,frozenyogurt,44,63,19,,,,,cargadorportátil,33,42,9,sqauttedtrucks🤮,72,80,8
prom2026,3,11,8,porecare,78,92,14,coinbase,55,68,13,freefood,78,96,18,,,,,campingfan,35,44,9,longhorn,77,83,6
simplyluxurious,27,35,8,neutrogena,62,75,13,negocioonline,87,98,11,erewhon,26,40,14,,,,,electricbill,71,77,6,minitruck,62,66,4
heydude,87,95,8,nailartist,20,32,12,compoundinterest,92,100,8,brunchideas,23,36,13,,,,,ogery,78,84,6,fourwheeler,29,32,3
summervibe,53,60,7,realbeauty,30,41,11,startyourbusiness,76,83,7,crawfish,5,12,7,,,,,cordlessvacuum,13,16,3,cleanest,37,40,3
summerready,82,89,7,selftan,31,42,11,retirementincome,59,64,5,doordashpartner,25,30,5,,,,,samsungs26ultra,49,52,3,squatttedtrucks🤢,24,26,2
fashiongoals,31,37,6,euphoriamakeup,40,49,9,gigeconomy,70,70,0,barbecue,45,50,5,,,,,ventilador,25,27,2,clean🧼,6,7,1
