Apparel_hashtag,Apparel_rank_today,Apparel_rank_prev_state,Apparel_rank_delta,Beauty_Personal_Care_hashtag,Beauty_Personal_Care_rank_today,Beauty_Personal_Care_rank_prev_state,Beauty_Personal_Care_rank_delta,Financial_Services_hashtag,Financial_Services_rank_today,Financial_Services_rank_prev_state,Financial_Services_rank_delta,Food_Beverage_hashtag,Food_Beverage_rank_today,Food_Beverage_rank_prev_state,Food_Beverage_rank_delta,Home_Improvement_hashtag,Home_Improvement_rank_today,Home_Improvement_rank_prev_state,Home_Improvement_rank_delta,Tech_Electronics_hashtag,Tech_Electronics_rank_today,Tech_Electronics_rank_prev_state,Tech_Electronics_rank_delta,Vehicle_Transportation_hashtag,Vehicle_Transportation_rank_today,Vehicle_Transportation_rank_prev_state,Vehicle_Transportation_rank_delta
blackfriday,17,19,2,greymarket,62,60,-2,finacialfreedom,88,76,-12,tendernism,57,48,-9,,,,,3dprinter,11,16,5,chipeo,49,47,-2
alo,70,72,2,redlighttherapy,24,21,-3,lifeinsurance,23,9,-14,oysters,75,66,-9,,,,,wirelesscharging,18,23,5,teslatok,53,50,-3
crochet,6,7,1,oddlysatisfyingvideo,38,35,-3,makemoneyfromyourphone,49,34,-15,lamb,76,67,-9,,,,,bambulab,14,18,4,caraccident,15,11,-4
temu,53,54,1,makeupbrushes,48,45,-3,propfirm,81,66,-15,cocacola,34,24,-10,,,,,heatingpad,17,20,3,coldstart,34,29,-5
gloves,75,76,1,bathandbodyworks,22,18,-4,libertadfinanciera,42,26,-16,celiacdisease,80,70,-10,,,,,handwarmers,24,27,3,cartools,41,36,-5
quarterzip,92,93,1,freeforms,34,29,-5,taxpreparer,61,45,-16,brisket,58,47,-11,,,,,phonecharger,3,5,2,clean🧼,14,8,-6
christmasgiftideas,15,15,0,projectpan,36,31,-5,topstep,67,51,-16,courtneycook,40,27,-13,,,,,humidifier,10,12,2,squatttedtrucks🤢,45,39,-6
tiktokshopholidayhaul,2,1,-1,hairproduct,54,49,-5,moneyhabits,80,64,-16,pomegranate,71,57,-14,,,,,innovation,1,2,1,cardecor,60,53,-7
tiktokshopblackfriday,3,2,-1,facetowels,73,67,-6,highticketsales,66,49,-17,tamales,20,5,-15,,,,,wifi,6,7,1,carsoftiktok😈,74,65,-9
tiktokshopcybermonday,4,3,-1,trim,41,33,-8,financetips,33,15,-18,kitchenaid,41,26,-15,,,,,walkietalkie,23,24,1,modified,77,66,-11
chanel,21,20,-1,athomenails,97,89,-8,sidegigs,39,21,-18,butter,45,28,-17,,,,,kindle,4,4,0,offroadtiktok,38,25,-13
videowave,22,21,-1,concealer,39,28,-11,sidemoney,45,27,-18,recipetok,78,61,-17,,,,,djiosmopocket3,13,13,0,gt3,75,62,-13
giftsforher,27,25,-2,whiteningstrips,51,40,-11,businessowners,53,35,-18,frutas,86,69,-17,,,,,vacuummop,64,64,0,vehicleaccessory,36,21,-15
metaglasses,35,33,-2,ногти,99,88,-11,educaciónfinanciera,65,47,-18,shawarma,35,17,-18,,,,,ipad,2,1,-1,femaletrucker,89,73,-16
sewingtiktok,37,35,-2,tymobeauty,69,57,-12,founderlife,72,54,-18,hotchocolate,38,20,-18,,,,,heater,7,6,-1,lowriders,48,31,-17
giftidea,36,32,-4,teethwhiteningstrips,93,81,-12,digitalbusinesscard,90,70,-20,pregnancycraving,95,77,-18,,,,,gadgets,5,3,-2,nycsubway,73,55,-18
holidayhaul,11,6,-5,cateyenails,66,53,-13,taxseason2025,93,73,-20,gumbo,97,75,-22,,,,,tecnología,43,41,-2,odessa,52,33,-19
regalos,74,69,-5,dyson,53,38,-15,creatoreconomy,63,42,-21,soupdumplings,85,53,-32,,,,,miniphone,56,54,-2,dumper,95,74,-21
allblack,56,50,-6,easymakeup,95,76,-19,budgettok,89,65,-24,cookware,82,38,-44,,,,,smarttech,83,81,-2,wrapped,26,2,-24
invierno,91,85,-6,settingspray,43,22,-21,marketingstrategy,40,14,-26,tiramisu,96,52,-44,,,,,jbl,15,11,-4,wanghaf,85,52,-33
loungewearsets,94,87,-7,empties,100,78,-22,floridarentals,98,72,-26,chocoflan,92,36,-56,,,,,actioncamera,70,65,-5,garageessential,96,37,-59
warm,58,49,-9,viralrotatingcurlingiron,90,65,-25,realtortips,96,68,-28,costco,4,,,,,,,flashdrive,72,67,-5,cinematic,1,,
rekomendasi,67,58,-9,morphe,98,73,-25,moneytalk,70,40,-30,motonovel,7,,,,,,,spaceheater,16,8,-8,passion,3,,
uggs,85,74,-11,hairproductreview,72,41,-31,economía,91,56,-35,bread,8,,,,,,,headset,33,22,-11,usmilitary,6,,
blackfridaydeals,89,78,-11,slime,1,,,entrepreneurjourney,75,39,-36,glutenfree,11,,,,,,,ipadair,84,72,-12,dragrace,7,,
retail,73,61,-12,oil,3,,,budgetplanner,92,53,-39,highproteinmeals,13,,,,,,,pinkipad,34,17,-17,cdl,9,,
christmasgift,26,13,-13,nailsartvideos,8,,,xrpripple,78,31,-47,hungry,15,,,,,,,7in1chargingstation,95,68,-27,carmount,16,,
needlepoint,71,56,-15,estheticiantiktok,9,,,financialfreedom,1,,,sourdoughtok,18,,,,,,,newenergy,77,49,-28,carmods,17,,
knitting,61,45,-16,glowuptips,12,,,wealth,2,,,deliciousfood,19,,,,,,,honormagic8pro,50,21,-29,marsh,20,,
looks,64,48,-16,whitetoes,15,,,moneytok,3,,,healthymeals,24,,,,,,,stagelighting,93,59,-34,rtr,25,,
comfrt,69,51,-18,dollartreefinds,16,,,makemoneyonline,6,,,spaghetti,25,,,,,,,phonestand,8,,,jaguar,28,,
coachbag,76,57,-19,ultabeauty,17,,,taxes,7,,,breadtok,27,,,,,,,4in1selfiestickwithfilllighttripod,32,,,toyotatacoma,29,,
pandora,57,37,-20,hairflip,19,,,daytrader,8,,,streetfood,31,,,,,,,gadgetlife,35,,,trx,32,,
winteroutfit,66,41,-25,facial,20,,,inflation,12,,,kitchenhack,36,,,,,,,ecoflow,40,,,carproblems,37,,
louisvuitton,62,31,-31,eyebrows,21,,,trader,14,,,hotpot,37,,,,,,,starlink,45,,,dunes,39,,
wishlist,96,63,-33,bald,23,,,irs,15,,,dunkindonuts,39,,,,,,,massagegun,48,,,ambulance,43,,
promisering,100,66,-34,lipliner,26,,,tax,17,,,hibachi,42,,,,,,,ricecooker,49,,,highway,50,,
coldweather,68,24,-44,pressons,31,,,homebuyingtips,22,,,recipeideas,46,,,,,,,vacuumsealer,51,,,glamisdunes,51,,
christmasgifts,60,14,-46,prpackage,32,,,llc,24,,,cookingtips,47,,,,,,,compactyetpowerful,52,,,gmcdenali,55,,
bikinibabe,79,8,-71,slimeasmr,33,,,finanzas,27,,,lonche,48,,,,,,,luzled,58,,,ambientlight,59,,
swimwearmodel,83,10,-73,rhode,35,,,finances,29,,,publix,49,,,,,,,vacuumseal,59,,,junk,61,,
beachykeen,86,11,-75,mensgrooming,37,,,impuestos,34,,,bajablast,52,,,,,,,datacenter,66,,,tireinflator,62,,
bikinilove,87,9,-78,skincaretiktok,40,,,100envelopechallenge,38,,,7brewcoffee,53,,,,,,,ipada16,68,,,locksmith,63,,
tiktokshopcreatorpicks,1,,,nyxcosmetics,42,,,estateplanning,41,,,mealplan,56,,,,,,,basemo,69,,,904,64,,
thrifting,7,,,barbertok,50,,,financetok,43,,,latteart,60,,,,,,,dreame,73,,,carbuild,66,,
thrift,8,,,eyecream,52,,,nospendchallenge,44,,,salt,63,,,,,,,microfonos,74,,,cle,67,,
walmartfinds,18,,,browlamination,57,,,fba,47,,,onionboil,64,,,,,,,photoprinter,75,,,gmt900,68,,
christmashaul,25,,,skinbarrier,59,,,businessmindset,51,,,birthdaydinner,67,,,,,,,rechargeablelights,76,,,taxi,69,,
pacificnorthwest,29,,,howtogetpr,61,,,workfromhomelife,54,,,grapes,68,,,,,,,handwarmer,78,,,wreck,70,,
thriftfinds,33,,,maryruths,63,,,moneysaving,55,,,poppi,69,,,,,,,kukiho,80,,,luxurysuv,71,,
whimsical,38,,,eyelashextensions,65,,,inversiones,56,,,dintaifung,70,,,,,,,flashforge,81,,,caraccessoriesforgirls,72,,
goodwill,46,,,collagenmask,67,,,cvsdeals,57,,,restaurantreview,72,,,,,,,fastcharge,82,,,tirerepair,76,,
tattooideas,48,,,chromenails,70,,,buildinpublic,60,,,ockyway,74,,,,,,,sharkvacuum,86,,,406,78,,
womenssweatshirtset,63,,,bellezanatural,76,,,daytradingtips,62,,,breakfasttime,77,,,,,,,weightscale,87,,,goodyear,80,,
silver,65,,,laserhairremoval,79,,,financialgoals,64,,,budgetmeals,79,,,,,,,iphoneandroid,88,,,n55,82,,
activewear,78,,,matureskinmakeup,80,,,smartmoney,68,,,sardines,84,,,,,,,ipadaccessories,89,,,is300,86,,
coat,80,,,grayhair,81,,,mortgagerates,69,,,bakingtok,88,,,,,,,mobileaccessories,90,,,caraccessorymusthave,87,,
temufinds,81,,,gettingready,85,,,frugal,71,,,daveshotchicken,89,,,,,,,instantcamera,91,,,unitedairlines,88,,
vendor,82,,,sensitiveskincare,86,,,taxes2025,73,,,nosugar,90,,,,,,,kindletok,92,,,buick,91,,
shopnow,88,,,clearskinroutine,88,,,contentmarketing,82,,,athomecoffee,91,,,,,,,skyfire,94,,,bubbarig🌾,92,,
tiktokcreatorpicks,90,,,braidersontiktok,89,,,interest,83,,,crockpotmeals,93,,,,,,,filament,96,,,harborfreight,93,,
bucees,95,,,russianmanicure,91,,,banks,84,,,microbakery,94,,,,,,,usbccharger,97,,,sliding,94,,
giftideasforher,97,,,makeuptutorials,92,,,onlinemarketing,86,,,pandaexpress,98,,,,,,,iwatch,98,,,proper,98,,
birthdayoutfit,98,,,matureskincare,94,,,marketstructure,99,,,nonalcoholicdrink,99,,,,,,,earmuffheadphones,99,,,cls,99,,
belt,99,,,ecolchi,96,,,daytrade,100,,,zaxbys,100,,,,,,,roborock,100,,,360camera,100,,
