New Hashtags,Rank,Risers,Change,Fallers,Change
jaydawayda,7,peekaboohair,29,cuidadohair,-32
concealer,16,peekaboo,22,ghkcu,-29
estheticiantiktok,17,cleanskinclub,18,cosmetologystudent,-29
barbertok,30,dysonairwrap,13,drdent,-22
whiteningstrips,31,howtogetpr,13,crecimientodepelo,-18
